PROBEID	WORMBASE	UNIGENE	GENENAME	ALIAS	ENTREZID	display
172871_x_at	WBGene00001919	Cel.32856	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001929	Cel.21871	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001929	Cel.32856	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001883	Cel.21871	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001883	Cel.32856	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001933	Cel.21871	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001933	Cel.32856	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001923	Cel.21871	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001923	Cel.32856	Protein HIS-13	his-13	191672	his-13
172871_x_at	WBGene00001937	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001937	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001887	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001887	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001906	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001906	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001901	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001901	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001891	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001891	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001929	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001929	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001914	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001914	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001899	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001899	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001923	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001923	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001880	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001880	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001916	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001916	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001919	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001919	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001883	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001883	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001876	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001876	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001933	Cel.21806	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001933	Cel.32856	Protein HIS-17	his-17	191673	his-17
172871_x_at	WBGene00001876	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001876	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001937	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001937	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001923	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001923	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001883	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001883	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001916	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001916	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001919	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001919	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001929	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001929	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001899	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001899	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001933	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001933	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001880	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001880	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001891	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001891	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001887	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001887	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001901	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001901	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001906	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001906	Cel.33056	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001914	Cel.32856	Protein HIS-27	his-27	246024	his-27
172871_x_at	WBGene00001914	Cel.33056	Protein HIS-27	his-27	246024	his-27
172872_x_at	WBGene00020736	Cel.8983	Protein T23F2.3	T23F2.3	188805	T23F2.3
172873_x_at	WBGene00004762	Cel.5320	Protein SEL-5	sel-5	175599	sel-5
172874_x_at	WBGene00001882	Cel.3207	Protein HIS-52	his-52	179262	his-52
172874_x_at	WBGene00001926	Cel.3207	Protein HIS-52	his-52	179262	his-52
172874_x_at	WBGene00001894	Cel.3207	Protein HIS-52	his-52	179262	his-52
172874_x_at	WBGene00001896	Cel.3207	Protein HIS-52	his-52	179262	his-52
172874_x_at	WBGene00001878	Cel.3207	Protein HIS-52	his-52	179262	his-52
172874_x_at	WBGene00001928	Cel.3207	Protein HIS-52	his-52	179262	his-52
172874_x_at	WBGene00001926	Cel.3207	Protein HIS-22	his-22	179266	his-22
172874_x_at	WBGene00001894	Cel.3207	Protein HIS-22	his-22	179266	his-22
172874_x_at	WBGene00001882	Cel.3207	Protein HIS-22	his-22	179266	his-22
172874_x_at	WBGene00001928	Cel.3207	Protein HIS-22	his-22	179266	his-22
172874_x_at	WBGene00001896	Cel.3207	Protein HIS-22	his-22	179266	his-22
172874_x_at	WBGene00001878	Cel.3207	Protein HIS-22	his-22	179266	his-22
172874_x_at	WBGene00001928	Cel.33086	Protein HIS-54	his-54	184117	his-54
172874_x_at	WBGene00001926	Cel.29298	Protein HIS-8	his-8	191670	his-8
